ComplaintID;CustomerID;ProductID;ComplaintDate;ComplaintType;SolutionType;FeedbackType
191447;851341;8;04/12/2010;1;3;
80062;852612;6;19/04/2006;1;;
87335;852612;6;20/07/2006;1;;
86137;852612;6;03/07/2006;1;;
100271;853103;8;12/01/2007;1;;
49599;865501;8;04/02/2008;1;2;3
67565;870631;4;16/12/2005;9;;
68409;870631;4;12/12/2005;1;;
94168;870631;4;19/10/2006;1;;
95665;870631;4;04/11/2006;1;;
105432;870631;4;03/03/2007;1;;
189081;870631;;02/12/2010;1;2;
133901;870631;;24/10/2009;1;1;3
136037;870631;;13/11/2009;1;1;3
56295;870967;1;14/12/2004;1;2;
56989;870967;1;04/02/2005;1;2;
75822;870967;4;13/02/2006;9;;
94055;870967;4;14/10/2006;1;;
95838;870967;4;10/11/2006;1;;
135655;870967;2;12/11/2009;1;2;3
125522;872250;4;18/10/2007;1;;
199233;872250;3;12/01/2011;1;1;3
188259;874246;8;30/11/2010;1;2;2
192319;874246;8;20/12/2010;1;1;2
200421;874246;8;15/01/2011;1;3;6
76952;874291;5;13/10/2008;1;2;4
147495;874291;5;01/02/2010;1;1;
101560;875997;4;20/01/2007;1;;
42343;875997;4;04/12/2007;3;3;
50472;879039;8;11/02/2008;1;2;3
65645;881258;4;23/11/2005;1;;
57869;884484;8;25/04/2005;9;;
72777;884484;8;31/12/2005;1;;
83376;884484;8;07/06/2006;1;;
83355;884484;8;07/06/2006;1;;
82251;884484;8;20/05/2006;1;;
83780;884484;8;13/06/2006;1;;
83854;884484;8;13/06/2006;1;;
84512;884484;8;19/06/2006;1;;
86311;884484;8;24/06/2006;1;;
92186;884484;8;16/09/2006;1;;
95723;884484;8;10/11/2006;1;;
97266;884484;8;05/12/2006;1;;
116078;884484;8;16/06/2007;1;;
119049;884484;8;09/08/2007;1;;
119078;884484;8;09/08/2007;1;;
119131;884484;8;10/08/2007;1;;
183195;884484;8;25/10/2010;1;2;3
183315;884484;8;25/10/2010;9;1;
161365;884484;8;22/05/2010;7;2;4
168569;884484;8;17/07/2010;7;1;3
168788;884484;8;17/07/2010;1;2;
51878;884484;8;23/02/2008;1;3;3
56762;884484;8;12/04/2008;1;3;
67278;884484;8;12/07/2008;1;3;4
87210;885942;6;18/07/2006;1;;
86517;885942;7;10/07/2006;1;;
99349;887398;6;02/03/2009;9;1;
67863;888696;4;03/12/2005;1;;
69906;888696;4;01/12/2005;1;;
100218;888696;4;10/01/2007;1;;
101813;888696;4;29/01/2007;1;;
105051;888696;4;01/03/2007;9;;
79463;888696;3;31/10/2008;7;2;
52275;892031;8;29/02/2008;1;1;3
53952;892031;8;18/03/2008;1;1;3
53954;892031;8;14/03/2008;1;1;3
52527;892031;8;25/02/2008;1;1;3
53951;892031;8;19/03/2008;1;2;3
52526;892031;8;03/03/2008;1;1;3
57755;892031;8;21/04/2008;1;1;3
146287;892031;8;21/01/2010;9;1;
82668;893088;3;25/11/2008;1;2;
86474;898758;4;11/07/2006;1;;
123862;898758;4;25/09/2007;1;;
53073;898758;4;08/03/2008;1;3;
45353;898758;4;08/01/2008;1;3;
45354;898758;4;05/01/2008;1;1;
113362;902382;8;13/05/2009;1;2;3
113423;902382;8;13/05/2009;1;1;
121927;906534;5;05/09/2007;1;;
146137;906534;5;21/01/2010;1;2;
148067;906534;5;04/02/2010;1;2;3
95623;909047;8;09/11/2006;1;;
190210;909047;8;10/12/2010;1;2;6
189212;909047;8;03/12/2010;1;2;2
57837;909047;8;23/04/2008;1;2;3
71795;909047;8;30/08/2008;1;1;5
71796;909047;8;30/08/2008;1;2;
176553;911458;8;09/09/2010;1;2;
176438;911458;8;07/09/2010;1;1;
176439;911458;8;08/09/2010;1;2;
186712;911798;8;17/11/2010;1;1;6
181056;911798;8;07/10/2010;1;1;3
151749;911798;8;02/03/2010;1;1;
79087;915486;8;03/04/2006;1;;
96202;915486;8;02/03/2009;1;1;4
141451;915486;8;21/12/2009;1;2;2
81003;916926;4;29/04/2006;1;;
84022;916926;4;03/06/2006;1;;
82155;916926;;21/11/2008;1;2;
67476;916926;;19/07/2008;1;1;
96916;916926;;06/03/2009;1;1;
73954;917029;7;19/01/2006;1;;
75482;922330;6;08/02/2006;1;;
118862;923623;8;07/07/2009;1;2;5
97752;925005;6;12/12/2006;1;;
74630;925863;8;14/06/2008;1;1;
97930;925943;8;15/12/2006;1;;
100100;925943;8;11/01/2007;1;;
107224;925943;8;26/03/2007;1;;
131102;925943;8;03/10/2009;1;1;5
121072;925943;8;20/07/2009;1;2;3
126025;925943;8;31/08/2009;1;2;3
64352;925943;8;21/06/2008;1;3;3
183219;944341;2;25/10/2010;1;2;3
88462;945043;7;05/08/2006;3;;
112415;945043;7;24/05/2007;3;;
44368;945043;7;22/12/2007;3;3;3
44369;945043;7;12/12/2007;3;3;3
122865;945043;7;01/08/2009;7;3;
95276;947385;6;02/03/2009;1;1;4
67410;947385;6;12/07/2008;7;3;
117696;953172;8;26/06/2009;1;2;3
106337;953172;8;02/03/2009;9;1;
96115;959735;7;28/02/2009;1;3;3
79197;965165;8;18/10/2008;1;1;
79688;965165;8;25/10/2008;1;1;5
158878;968619;7;30/04/2010;1;1;
64122;968619;7;21/06/2008;1;3;4
113890;972441;5;19/05/2009;1;2;3
113889;972441;5;18/05/2009;1;2;3
100391;973065;6;02/03/2009;9;1;
121558;973065;6;23/07/2009;1;1;3
184253;973202;6;02/11/2010;1;1;6
184252;973202;6;29/10/2010;1;1;6
41877;976258;8;30/11/2007;9;1;
41878;976258;8;29/11/2007;9;1;
41881;976258;8;26/11/2007;9;1;
41882;976258;8;24/11/2007;9;1;
43551;976258;8;03/12/2007;1;1;
43552;976258;8;04/12/2007;1;1;
43553;976258;8;05/12/2007;1;1;
43554;976258;8;06/12/2007;1;1;5
43555;976258;8;07/12/2007;1;1;
43557;976258;8;10/12/2007;1;1;
43559;976258;8;12/12/2007;1;1;
43558;976258;8;11/12/2007;1;1;
43556;976258;8;08/12/2007;1;1;
115306;976258;8;03/06/2009;1;2;6
110426;976258;8;10/04/2009;1;1;
110366;976258;8;10/04/2009;1;2;3
192696;976258;8;20/12/2010;1;1;2
200100;976258;8;18/01/2011;1;2;6
136575;976258;8;14/11/2009;1;3;3
140483;976258;8;16/12/2009;1;2;3
56601;976258;8;10/04/2008;1;2;3
44298;976258;8;24/12/2007;1;2;3
44772;976258;8;02/01/2008;1;3;3
43550;976258;8;13/12/2007;1;1;
44862;976258;8;02/01/2008;1;1;
43631;976258;8;14/12/2007;1;1;
122230;976258;8;25/07/2009;1;3;5
124903;976258;8;21/08/2009;1;2;3
174316;976258;8;21/08/2010;7;3;
81155;976258;8;08/11/2008;1;3;4
83866;976258;8;29/11/2008;1;3;3
60258;977891;4;17/05/2008;1;1;3
60366;981275;4;16/05/2008;1;1;5
100486;982275;4;16/01/2007;1;;
41914;982275;4;03/12/2007;1;3;
42249;982275;4;04/12/2007;1;2;
105873;984244;4;08/03/2007;1;;
109682;984244;4;21/04/2007;1;;
112262;984244;4;24/05/2007;1;;
112292;984244;4;24/05/2007;1;;
111944;984244;4;19/05/2007;1;4;
116016;984244;4;09/06/2007;1;;
183077;992812;2;21/10/2010;1;1;
162116;992812;2;29/05/2010;1;1;3
197982;992812;2;24/12/2010;1;3;1
197981;992812;2;05/01/2011;1;3;
65982;993957;4;28/06/2008;1;1;
87147;993957;2;05/01/2009;1;2;4
91639;993957;2;29/01/2009;1;1;3
174438;993957;2;27/08/2010;1;2;
70958;993957;2;22/08/2008;1;2;
86057;995137;7;29/12/2008;1;2;5
97158;1004392;7;07/03/2009;1;1;3
171364;1004392;7;07/08/2010;1;1;3
111968;1009367;8;28/04/2009;1;2;3
94483;1009367;8;21/02/2009;1;1;3
121890;1010541;;27/07/2009;1;1;
127478;1010541;;10/09/2009;9;3;
178083;1010541;;18/09/2010;1;1;
118699;1012048;6;04/07/2009;1;3;3
170944;1012153;2;05/08/2010;1;2;6
171612;1012153;2;07/08/2010;1;3;
170943;1012153;2;02/08/2010;1;1;6
110687;1012984;5;14/04/2009;1;1;5
110835;1012984;5;17/04/2009;1;1;5
110688;1012984;5;15/04/2009;1;1;5
109856;1012984;5;06/04/2009;1;2;5
117158;1016126;8;20/06/2009;1;1;3
158014;1016126;8;23/04/2010;1;1;3
125708;1016126;8;22/08/2009;1;3;3
114896;1101441;2;29/05/2009;1;2;2
114898;1101441;2;27/05/2009;1;1;2
114897;1101441;2;28/05/2009;1;1;2
160381;1104132;;08/05/2010;3;3;3
125867;1104838;3;28/08/2009;1;2;3
115484;1105635;8;04/06/2009;1;2;3
115482;1105635;8;02/06/2009;1;1;3
115483;1105635;8;03/06/2009;1;1;3
172163;1115876;;12/08/2010;1;2;3
180302;1115876;;05/10/2010;1;2;
162740;1140412;;04/06/2010;1;2;3
165560;1140412;;28/06/2010;1;2;3
145781;1140412;;16/01/2010;1;3;3
148059;1140412;;04/02/2010;1;2;3
148060;1140412;;01/02/2010;1;1;3
148147;1140412;;04/02/2010;1;1;3
143509;1140412;;04/01/2010;1;1;
143610;1140412;;05/01/2010;1;2;3
170348;1140412;;02/08/2010;1;2;3
169186;1140412;;23/07/2010;1;2;
167737;1140412;;10/07/2010;1;1;
167331;1140412;;09/07/2010;1;2;
165516;1164413;6;19/06/2010;1;1;
165518;1164413;6;26/06/2010;1;1;
169818;1164413;6;28/07/2010;2;3;3
156663;1164413;6;13/04/2010;2;3;3
174765;1164413;6;30/08/2010;1;1;3
